product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_id
cama_mesa_banho,41.0,208.0,2.0,1000.0,30.0,7.0,24.0,361
papelaria,52.0,219.0,1.0,1000.0,26.0,8.0,33.0,362
construcao_ferramentas_iluminacao,49.0,527.0,4.0,1450.0,60.0,5.0,30.0,363
moveis_escritorio,41.0,1071.0,1.0,5850.0,45.0,55.0,16.0,364
bebes,59.0,348.0,2.0,8300.0,45.0,25.0,45.0,365
esporte_lazer,28.0,663.0,1.0,1800.0,28.0,12.0,18.0,366
esporte_lazer,50.0,1212.0,5.0,900.0,26.0,6.0,13.0,367
esporte_lazer,57.0,1156.0,1.0,415.0,19.0,19.0,19.0,368
telefonia,51.0,1015.0,1.0,103.0,21.0,6.0,14.0,369
automotivo,42.0,878.0,2.0,500.0,20.0,8.0,14.0,370
papelaria,62.0,621.0,1.0,600.0,16.0,6.0,11.0,371
informatica_acessorios,59.0,1238.0,5.0,4750.0,18.0,22.0,30.0,372
relogios_presentes,37.0,610.0,1.0,263.0,18.0,15.0,16.0,373
bebes,52.0,446.0,1.0,50.0,16.0,2.0,11.0,374
perfumaria,46.0,499.0,1.0,200.0,16.0,22.0,11.0,375
cama_mesa_banho,44.0,331.0,1.0,360.0,36.0,6.0,26.0,376
cool_stuff,47.0,1392.0,1.0,150.0,16.0,7.0,12.0,377
esporte_lazer,61.0,211.0,4.0,1100.0,32.0,5.0,30.0,378
fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250.0,22.0,15.0,20.0,379
automotivo,59.0,633.0,5.0,1475.0,68.0,9.0,35.0,380
esporte_lazer,29.0,347.0,1.0,1600.0,100.0,7.0,11.0,381
beleza_saude,51.0,1918.0,1.0,1650.0,25.0,30.0,20.0,382
brinquedos,59.0,3492.0,3.0,650.0,35.0,10.0,15.0,383
utilidades_domesticas,22.0,663.0,1.0,900.0,21.0,34.0,34.0,384
telefonia,42.0,356.0,4.0,75.0,19.0,3.0,11.0,385
ferramentas_jardim,60.0,481.0,4.0,600.0,19.0,7.0,14.0,386
moveis_decoracao,47.0,470.0,3.0,400.0,35.0,6.0,15.0,387
utilidades_domesticas,45.0,561.0,2.0,553.0,18.0,9.0,15.0,388
livros_interesse_geral,42.0,1109.0,1.0,900.0,18.0,25.0,16.0,389
utilidades_domesticas,37.0,261.0,2.0,250.0,25.0,25.0,25.0,390
moveis_escritorio,38.0,2088.0,1.0,14900.0,58.0,28.0,58.0,391
cama_mesa_banho,52.0,701.0,1.0,1100.0,16.0,10.0,16.0,392
moveis_decoracao,56.0,945.0,2.0,2050.0,30.0,22.0,18.0,393
moveis_decoracao,58.0,1953.0,1.0,850.0,69.0,11.0,11.0,394
cama_mesa_banho,58.0,744.0,1.0,350.0,16.0,10.0,16.0,395
ferramentas_jardim,45.0,616.0,3.0,1400.0,20.0,20.0,30.0,396
informatica_acessorios,60.0,789.0,4.0,200.0,20.0,20.0,20.0,397
informatica_acessorios,18.0,389.0,2.0,617.0,17.0,14.0,17.0,398
utilidades_domesticas,21.0,718.0,1.0,2600.0,16.0,41.0,41.0,399
bebidas,57.0,497.0,1.0,200.0,20.0,9.0,14.0,400
cama_mesa_banho,44.0,305.0,1.0,2000.0,49.0,16.0,39.0,401
beleza_saude,42.0,167.0,2.0,266.0,20.0,8.0,18.0,402
telefonia,54.0,409.0,1.0,200.0,19.0,4.0,11.0,403
bebes,52.0,1659.0,1.0,300.0,68.0,7.0,13.0,404
pet_shop,59.0,140.0,1.0,300.0,16.0,16.0,16.0,405
relogios_presentes,54.0,182.0,1.0,200.0,16.0,2.0,20.0,406
eletroportateis,58.0,613.0,1.0,1300.0,20.0,16.0,20.0,407
esporte_lazer,50.0,1530.0,4.0,482.0,18.0,11.0,16.0,408
cama_mesa_banho,54.0,223.0,1.0,550.0,16.0,10.0,16.0,409
beleza_saude,48.0,762.0,1.0,270.0,16.0,16.0,15.0,410
telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0,411
market_place,50.0,257.0,3.0,2150.0,40.0,25.0,30.0,412
automotivo,58.0,894.0,1.0,3300.0,35.0,20.0,20.0,413
perfumaria,45.0,416.0,1.0,200.0,16.0,16.0,16.0,414
esporte_lazer,41.0,128.0,1.0,200.0,21.0,9.0,13.0,415
perfumaria,40.0,1176.0,1.0,514.0,18.0,12.0,15.0,416
casa_construcao,37.0,426.0,2.0,3100.0,38.0,28.0,28.0,417
utilidades_domesticas,42.0,395.0,1.0,1200.0,27.0,18.0,23.0,418
esporte_lazer,56.0,813.0,2.0,250.0,16.0,10.0,16.0,419
brinquedos,35.0,537.0,2.0,7400.0,45.0,29.0,53.0,420
la_cuisine,57.0,232.0,1.0,7600.0,55.0,15.0,55.0,421
esporte_lazer,50.0,844.0,1.0,875.0,40.0,26.0,20.0,422
moveis_decoracao,58.0,1047.0,3.0,700.0,35.0,7.0,27.0,423
moveis_escritorio,58.0,869.0,2.0,900.0,17.0,10.0,15.0,424
esporte_lazer,28.0,733.0,6.0,700.0,49.0,12.0,27.0,425
cama_mesa_banho,53.0,628.0,2.0,1100.0,16.0,10.0,16.0,426
cool_stuff,34.0,443.0,7.0,1150.0,28.0,10.0,25.0,427
cool_stuff,53.0,304.0,1.0,900.0,25.0,10.0,25.0,428
,,,,1400.0,25.0,25.0,25.0,429
livros_tecnicos,60.0,1265.0,1.0,2050.0,29.0,5.0,21.0,430
beleza_saude,57.0,1571.0,1.0,2150.0,28.0,32.0,11.0,431
beleza_saude,58.0,1690.0,4.0,490.0,30.0,5.0,25.0,432
brinquedos,59.0,1272.0,5.0,1000.0,30.0,13.0,30.0,433
informatica_acessorios,57.0,991.0,4.0,200.0,16.0,4.0,14.0,434
utilidades_domesticas,31.0,580.0,2.0,500.0,19.0,13.0,20.0,435
cama_mesa_banho,50.0,208.0,1.0,500.0,16.0,10.0,16.0,436
,,,,4300.0,30.0,10.0,48.0,437
perfumaria,46.0,483.0,1.0,1000.0,20.0,14.0,13.0,438
automotivo,60.0,651.0,5.0,4200.0,78.0,4.0,47.0,439
perfumaria,60.0,773.0,1.0,350.0,16.0,11.0,11.0,440
telefonia,43.0,533.0,2.0,125.0,19.0,3.0,11.0,441
telefonia,46.0,660.0,2.0,100.0,19.0,3.0,11.0,442
utilidades_domesticas,60.0,1206.0,4.0,4100.0,51.0,31.0,31.0,443
eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0,444
consoles_games,39.0,319.0,4.0,300.0,23.0,3.0,11.0,445
utilidades_domesticas,55.0,871.0,7.0,8400.0,50.0,28.0,31.0,446
utilidades_domesticas,60.0,314.0,1.0,1550.0,46.0,10.0,35.0,447
utilidades_domesticas,17.0,395.0,1.0,600.0,17.0,17.0,18.0,448
fashion_bolsas_e_acessorios,56.0,1410.0,1.0,200.0,16.0,2.0,20.0,449
automotivo,57.0,1631.0,3.0,500.0,16.0,21.0,18.0,450
construcao_ferramentas_ferramentas,50.0,289.0,1.0,1250.0,22.0,17.0,20.0,451
informatica_acessorios,52.0,260.0,1.0,667.0,27.0,19.0,20.0,452
cama_mesa_banho,48.0,120.0,1.0,300.0,40.0,4.0,30.0,453
perfumaria,52.0,365.0,1.0,400.0,18.0,18.0,12.0,454
esporte_lazer,38.0,256.0,3.0,450.0,25.0,25.0,25.0,455
automotivo,41.0,1510.0,1.0,2800.0,16.0,2.0,11.0,456
moveis_decoracao,60.0,438.0,1.0,250.0,20.0,6.0,11.0,457
moveis_decoracao,51.0,535.0,1.0,250.0,35.0,5.0,25.0,458
pet_shop,50.0,365.0,3.0,300.0,24.0,12.0,12.0,459
,,,,150.0,16.0,2.0,11.0,460
moveis_decoracao,28.0,196.0,2.0,1000.0,35.0,25.0,25.0,461
moveis_decoracao,29.0,764.0,1.0,6267.0,36.0,40.0,36.0,462
esporte_lazer,46.0,254.0,1.0,2653.0,53.0,15.0,36.0,463
moveis_decoracao,58.0,2130.0,2.0,3000.0,69.0,11.0,11.0,464
automotivo,54.0,1636.0,1.0,8500.0,18.0,29.0,13.0,465
esporte_lazer,43.0,877.0,1.0,2120.0,26.0,25.0,25.0,466
eletroportateis,52.0,640.0,3.0,750.0,30.0,30.0,30.0,467
beleza_saude,40.0,684.0,2.0,200.0,16.0,16.0,12.0,468
cama_mesa_banho,56.0,198.0,1.0,1650.0,35.0,20.0,30.0,469
informatica_acessorios,53.0,192.0,1.0,900.0,26.0,13.0,21.0,470
utilidades_domesticas,55.0,783.0,1.0,150.0,32.0,5.0,16.0,471
utilidades_domesticas,52.0,202.0,1.0,800.0,31.0,5.0,21.0,472
cool_stuff,22.0,683.0,3.0,700.0,20.0,20.0,20.0,473
bebidas,59.0,879.0,1.0,700.0,20.0,20.0,20.0,474
bebes,46.0,1654.0,6.0,10400.0,100.0,23.0,27.0,475
instrumentos_musicais,57.0,374.0,1.0,5850.0,40.0,9.0,105.0,476
cama_mesa_banho,39.0,347.0,1.0,75.0,17.0,12.0,17.0,477
papelaria,55.0,1349.0,2.0,1000.0,27.0,10.0,20.0,478
automotivo,45.0,764.0,4.0,1475.0,32.0,28.0,28.0,479
fashion_bolsas_e_acessorios,52.0,1383.0,4.0,750.0,36.0,18.0,36.0,480
papelaria,52.0,145.0,10.0,3600.0,36.0,8.0,15.0,481
moveis_decoracao,42.0,461.0,3.0,2200.0,28.0,28.0,38.0,482
eletrodomesticos,47.0,82.0,1.0,150.0,20.0,13.0,15.0,483
casa_construcao,58.0,247.0,1.0,1750.0,30.0,20.0,30.0,484
esporte_lazer,54.0,1162.0,4.0,1300.0,44.0,8.0,30.0,485
moveis_sala,24.0,356.0,2.0,7750.0,33.0,25.0,33.0,486
utilidades_domesticas,46.0,616.0,1.0,3100.0,32.0,26.0,21.0,487
malas_acessorios,21.0,769.0,4.0,1600.0,55.0,37.0,30.0,488
relogios_presentes,58.0,635.0,2.0,350.0,19.0,13.0,13.0,489
beleza_saude,50.0,355.0,1.0,888.0,18.0,17.0,18.0,490
informatica_acessorios,39.0,160.0,3.0,150.0,16.0,4.0,14.0,491
utilidades_domesticas,46.0,193.0,1.0,1025.0,25.0,23.0,25.0,492
utilidades_domesticas,63.0,261.0,2.0,250.0,20.0,9.0,12.0,493
cama_mesa_banho,56.0,509.0,4.0,450.0,45.0,15.0,35.0,494
beleza_saude,50.0,546.0,1.0,1000.0,16.0,12.0,13.0,495
utilidades_domesticas,26.0,201.0,1.0,400.0,16.0,9.0,12.0,496
telefonia,56.0,367.0,3.0,150.0,21.0,7.0,14.0,497
informatica_acessorios,45.0,554.0,3.0,400.0,16.0,4.0,16.0,498
construcao_ferramentas_jardim,55.0,749.0,1.0,9500.0,56.0,30.0,28.0,499
cool_stuff,46.0,269.0,1.0,300.0,34.0,5.0,27.0,500
perfumaria,30.0,138.0,1.0,150.0,22.0,7.0,16.0,501
cama_mesa_banho,44.0,421.0,1.0,550.0,30.0,5.0,25.0,502
automotivo,39.0,1571.0,3.0,1100.0,37.0,12.0,30.0,503
beleza_saude,46.0,841.0,1.0,300.0,19.0,12.0,13.0,504
,,,,21450.0,70.0,34.0,50.0,505
beleza_saude,57.0,1668.0,1.0,850.0,18.0,10.0,14.0,506
relogios_presentes,42.0,431.0,2.0,500.0,17.0,22.0,17.0,507
esporte_lazer,54.0,675.0,1.0,750.0,26.0,23.0,23.0,508
beleza_saude,59.0,3939.0,6.0,150.0,28.0,13.0,12.0,509
utilidades_domesticas,54.0,2952.0,3.0,30000.0,76.0,51.0,51.0,510
sinalizacao_e_seguranca,53.0,512.0,1.0,325.0,17.0,17.0,17.0,511
fashion_bolsas_e_acessorios,53.0,770.0,1.0,200.0,16.0,2.0,11.0,512
telefonia,50.0,561.0,3.0,200.0,19.0,3.0,12.0,513
esporte_lazer,52.0,473.0,1.0,200.0,20.0,15.0,15.0,514
,,,,1000.0,16.0,14.0,30.0,515
fashion_roupa_masculina,32.0,713.0,2.0,800.0,20.0,7.0,20.0,516
beleza_saude,48.0,589.0,1.0,700.0,20.0,16.0,17.0,517
relogios_presentes,60.0,394.0,6.0,250.0,16.0,2.0,11.0,518
automotivo,58.0,674.0,3.0,1800.0,22.0,10.0,18.0,519
relogios_presentes,51.0,393.0,1.0,300.0,19.0,13.0,13.0,520
livros_tecnicos,42.0,492.0,1.0,450.0,29.0,2.0,17.0,521
informatica_acessorios,57.0,761.0,1.0,400.0,16.0,21.0,15.0,522
cool_stuff,59.0,988.0,1.0,1635.0,23.0,30.0,17.0,523
moveis_decoracao,52.0,832.0,1.0,750.0,20.0,35.0,20.0,524
beleza_saude,54.0,340.0,1.0,500.0,24.0,20.0,24.0,525
consoles_games,59.0,434.0,3.0,350.0,20.0,20.0,20.0,526
brinquedos,43.0,389.0,1.0,200.0,18.0,13.0,16.0,527
cama_mesa_banho,60.0,166.0,3.0,950.0,26.0,15.0,19.0,528
brinquedos,25.0,119.0,1.0,300.0,16.0,17.0,11.0,529
beleza_saude,50.0,1083.0,2.0,452.0,20.0,11.0,18.0,530
brinquedos,60.0,919.0,2.0,17650.0,45.0,50.0,45.0,531
cama_mesa_banho,56.0,393.0,2.0,1100.0,35.0,9.0,35.0,532
utilidades_domesticas,58.0,235.0,5.0,5250.0,35.0,15.0,35.0,533
brinquedos,31.0,254.0,1.0,200.0,16.0,10.0,11.0,534
relogios_presentes,52.0,654.0,4.0,340.0,47.0,13.0,13.0,535
beleza_saude,57.0,677.0,1.0,750.0,16.0,16.0,16.0,536
cama_mesa_banho,58.0,430.0,1.0,2650.0,33.0,10.0,33.0,537
moveis_decoracao,58.0,477.0,1.0,300.0,35.0,10.0,25.0,538
utilidades_domesticas,50.0,1123.0,1.0,13600.0,16.0,65.0,60.0,539
construcao_ferramentas_construcao,59.0,711.0,6.0,1250.0,30.0,10.0,20.0,540
cama_mesa_banho,50.0,627.0,2.0,3950.0,33.0,14.0,33.0,541
informatica_acessorios,32.0,1095.0,2.0,400.0,38.0,2.0,29.0,542
malas_acessorios,59.0,857.0,7.0,1100.0,35.0,14.0,29.0,543
beleza_saude,45.0,379.0,3.0,200.0,16.0,16.0,16.0,544
eletrodomesticos,60.0,230.0,1.0,425.0,39.0,17.0,39.0,545
utilidades_domesticas,43.0,1129.0,1.0,22050.0,55.0,40.0,60.0,546
informatica_acessorios,58.0,240.0,1.0,150.0,35.0,8.0,11.0,547
utilidades_domesticas,46.0,290.0,1.0,800.0,20.0,8.0,20.0,548
moveis_decoracao,57.0,209.0,11.0,800.0,40.0,8.0,35.0,549
perfumaria,60.0,418.0,1.0,650.0,16.0,10.0,11.0,550
fashion_roupa_feminina,43.0,754.0,2.0,500.0,16.0,2.0,11.0,551
cool_stuff,57.0,1255.0,4.0,198.0,17.0,9.0,15.0,552
,,,,9150.0,33.0,30.0,44.0,553
utilidades_domesticas,27.0,868.0,2.0,500.0,22.0,16.0,16.0,554
utilidades_domesticas,41.0,687.0,2.0,950.0,27.0,30.0,27.0,555
automotivo,56.0,1310.0,1.0,3750.0,42.0,19.0,25.0,556
esporte_lazer,32.0,513.0,3.0,250.0,16.0,6.0,20.0,557
fashion_bolsas_e_acessorios,42.0,361.0,1.0,100.0,17.0,3.0,12.0,558
papelaria,59.0,495.0,7.0,800.0,22.0,7.0,15.0,559
construcao_ferramentas_seguranca,58.0,1720.0,3.0,200.0,17.0,7.0,17.0,560
industria_comercio_e_negocios,44.0,1396.0,2.0,7225.0,16.0,103.0,25.0,561
cool_stuff,20.0,740.0,1.0,50.0,40.0,30.0,50.0,562
beleza_saude,52.0,1976.0,3.0,425.0,20.0,9.0,18.0,563
cama_mesa_banho,54.0,383.0,1.0,950.0,50.0,5.0,50.0,564
brinquedos,52.0,397.0,5.0,550.0,32.0,11.0,20.0,565
eletrodomesticos_2,59.0,319.0,7.0,14350.0,41.0,55.0,31.0,566
beleza_saude,32.0,1046.0,1.0,328.0,20.0,14.0,18.0,567
cama_mesa_banho,32.0,306.0,1.0,1950.0,58.0,15.0,46.0,568
beleza_saude,36.0,642.0,1.0,700.0,16.0,40.0,11.0,569
eletrodomesticos,57.0,335.0,1.0,1250.0,22.0,11.0,20.0,570
construcao_ferramentas_construcao,56.0,290.0,2.0,400.0,20.0,5.0,20.0,571
esporte_lazer,55.0,936.0,3.0,2320.0,63.0,33.0,17.0,572
ferramentas_jardim,41.0,394.0,1.0,2700.0,16.0,30.0,25.0,573
perfumaria,47.0,723.0,1.0,455.0,21.0,15.0,17.0,574
fashion_bolsas_e_acessorios,38.0,366.0,3.0,150.0,16.0,6.0,20.0,575
cama_mesa_banho,51.0,115.0,1.0,2200.0,45.0,25.0,35.0,576
cama_mesa_banho,49.0,297.0,2.0,1400.0,37.0,23.0,35.0,577
casa_conforto,55.0,200.0,2.0,450.0,45.0,15.0,35.0,578
cama_mesa_banho,54.0,120.0,1.0,835.0,40.0,9.0,33.0,579
cool_stuff,55.0,418.0,2.0,1250.0,36.0,16.0,24.0,580
informatica_acessorios,34.0,2457.0,1.0,550.0,26.0,17.0,17.0,581
cama_mesa_banho,49.0,729.0,1.0,3850.0,20.0,30.0,30.0,582
cool_stuff,63.0,877.0,6.0,7000.0,22.0,52.0,27.0,583
cama_mesa_banho,53.0,681.0,1.0,1250.0,19.0,17.0,22.0,584
relogios_presentes,47.0,528.0,3.0,850.0,48.0,16.0,25.0,585
ferramentas_jardim,49.0,374.0,1.0,900.0,30.0,10.0,20.0,586
fashion_underwear_e_moda_praia,63.0,3140.0,11.0,400.0,16.0,5.0,11.0,587
relogios_presentes,52.0,585.0,1.0,400.0,20.0,11.0,19.0,588
esporte_lazer,52.0,682.0,2.0,1100.0,24.0,16.0,15.0,589
ferramentas_jardim,57.0,365.0,6.0,850.0,24.0,13.0,18.0,590
relogios_presentes,54.0,630.0,6.0,400.0,18.0,11.0,15.0,591
audio,60.0,1046.0,1.0,675.0,22.0,9.0,16.0,592
beleza_saude,56.0,483.0,2.0,175.0,19.0,12.0,13.0,593
alimentos_bebidas,57.0,1322.0,1.0,1350.0,18.0,17.0,16.0,594
informatica_acessorios,60.0,1503.0,5.0,588.0,20.0,17.0,15.0,595
utilidades_domesticas,41.0,897.0,1.0,450.0,20.0,10.0,20.0,596
automotivo,59.0,867.0,5.0,1500.0,68.0,9.0,33.0,597
esporte_lazer,25.0,267.0,2.0,1550.0,35.0,30.0,40.0,598
beleza_saude,46.0,1969.0,1.0,683.0,31.0,16.0,16.0,599
moveis_decoracao,53.0,575.0,1.0,2500.0,35.0,9.0,25.0,600
bebes,51.0,1243.0,2.0,500.0,30.0,6.0,23.0,601
esporte_lazer,52.0,1113.0,2.0,300.0,20.0,34.0,44.0,602
beleza_saude,44.0,820.0,1.0,350.0,16.0,16.0,15.0,603
cool_stuff,51.0,425.0,1.0,250.0,16.0,12.0,11.0,604
moveis_decoracao,47.0,348.0,1.0,2900.0,40.0,10.0,35.0,605
informatica_acessorios,23.0,1036.0,2.0,200.0,16.0,2.0,11.0,606
telefonia,45.0,742.0,3.0,383.0,16.0,12.0,13.0,607
consoles_games,49.0,781.0,5.0,200.0,16.0,16.0,16.0,608
informatica_acessorios,56.0,1173.0,1.0,1300.0,30.0,16.0,16.0,609
bebidas,44.0,744.0,1.0,4300.0,16.0,15.0,11.0,610
beleza_saude,53.0,2610.0,2.0,150.0,16.0,7.0,12.0,611
moveis_decoracao,59.0,589.0,1.0,400.0,17.0,8.0,17.0,612
cama_mesa_banho,58.0,262.0,1.0,1400.0,25.0,10.0,25.0,613
automotivo,56.0,1108.0,6.0,450.0,20.0,15.0,15.0,614
esporte_lazer,54.0,660.0,1.0,154.0,17.0,10.0,13.0,615
utilidades_domesticas,55.0,132.0,1.0,470.0,21.0,23.0,21.0,616
,,,,5500.0,33.0,22.0,33.0,617
eletroportateis,58.0,613.0,1.0,650.0,16.0,10.0,16.0,618
informatica_acessorios,34.0,1122.0,2.0,100.0,18.0,11.0,14.0,619
cama_mesa_banho,55.0,739.0,1.0,1600.0,40.0,20.0,20.0,620
moveis_decoracao,52.0,646.0,1.0,400.0,16.0,30.0,20.0,621
cama_mesa_banho,60.0,298.0,1.0,2350.0,33.0,7.0,37.0,622
utilidades_domesticas,52.0,1301.0,1.0,975.0,31.0,12.0,21.0,623
moveis_decoracao,59.0,439.0,1.0,1800.0,30.0,6.0,20.0,624
cama_mesa_banho,54.0,687.0,2.0,1150.0,32.0,5.0,30.0,625
cama_mesa_banho,58.0,678.0,1.0,1250.0,19.0,17.0,22.0,626
beleza_saude,60.0,950.0,2.0,1300.0,42.0,12.0,20.0,627
,,,,1300.0,30.0,20.0,30.0,628
,,,,1200.0,20.0,20.0,20.0,629
moveis_decoracao,58.0,275.0,1.0,1800.0,45.0,14.0,35.0,630
ferramentas_jardim,54.0,2155.0,1.0,509.0,17.0,13.0,13.0,631
automotivo,58.0,177.0,1.0,100.0,16.0,15.0,16.0,632
esporte_lazer,59.0,1104.0,1.0,8809.0,52.0,52.0,17.0,633
construcao_ferramentas_construcao,58.0,138.0,6.0,14900.0,48.0,30.0,48.0,634
moveis_decoracao,56.0,296.0,2.0,1050.0,100.0,7.0,15.0,635
cama_mesa_banho,57.0,520.0,1.0,950.0,29.0,10.0,25.0,636
cool_stuff,35.0,377.0,2.0,500.0,19.0,17.0,25.0,637
telefonia,58.0,733.0,6.0,100.0,18.0,6.0,14.0,638
cool_stuff,45.0,3033.0,5.0,12400.0,35.0,35.0,50.0,639
papelaria,36.0,215.0,1.0,700.0,45.0,10.0,31.0,640
relogios_presentes,39.0,700.0,2.0,253.0,18.0,11.0,13.0,641
beleza_saude,45.0,1194.0,1.0,1413.0,40.0,16.0,31.0,642
moveis_cozinha_area_de_servico_jantar_e_jardim,57.0,354.0,4.0,1150.0,27.0,15.0,16.0,643
bebes,36.0,654.0,3.0,18667.0,88.0,28.0,67.0,644
construcao_ferramentas_jardim,34.0,376.0,1.0,65.0,17.0,12.0,17.0,645
pet_shop,54.0,947.0,4.0,700.0,36.0,12.0,30.0,646
ferramentas_jardim,42.0,567.0,3.0,1075.0,34.0,31.0,34.0,647
pet_shop,42.0,244.0,4.0,4050.0,30.0,53.0,30.0,648
artigos_de_festas,60.0,430.0,1.0,200.0,16.0,6.0,11.0,649
cama_mesa_banho,35.0,2618.0,1.0,1200.0,16.0,22.0,11.0,650
pet_shop,57.0,651.0,1.0,500.0,25.0,15.0,20.0,651
construcao_ferramentas_construcao,38.0,409.0,2.0,8817.0,43.0,24.0,47.0,652
musica,50.0,364.0,2.0,100.0,24.0,11.0,16.0,653
cool_stuff,58.0,989.0,1.0,2050.0,42.0,25.0,15.0,654
moveis_escritorio,42.0,2115.0,1.0,13600.0,58.0,28.0,58.0,655
telefonia,58.0,734.0,3.0,250.0,17.0,4.0,12.0,656
eletronicos,60.0,300.0,4.0,24050.0,80.0,30.0,60.0,657
beleza_saude,59.0,1935.0,3.0,300.0,27.0,11.0,15.0,658
relogios_presentes,55.0,266.0,3.0,667.0,20.0,17.0,18.0,659
construcao_ferramentas_construcao,58.0,339.0,1.0,7100.0,29.0,8.0,29.0,660
brinquedos,60.0,804.0,1.0,600.0,23.0,25.0,20.0,661
beleza_saude,59.0,374.0,2.0,1450.0,38.0,31.0,24.0,662
utilidades_domesticas,55.0,747.0,1.0,6250.0,53.0,23.0,28.0,663
telefonia_fixa,28.0,1252.0,3.0,400.0,20.0,30.0,11.0,664
relogios_presentes,26.0,567.0,1.0,283.0,18.0,12.0,13.0,665
perfumaria,47.0,1090.0,1.0,850.0,16.0,14.0,11.0,666
cama_mesa_banho,58.0,871.0,1.0,1200.0,40.0,10.0,37.0,667
automotivo,48.0,557.0,4.0,350.0,44.0,17.0,30.0,668
automotivo,51.0,93.0,1.0,200.0,16.0,15.0,15.0,669
telefonia,55.0,316.0,2.0,150.0,16.0,4.0,11.0,670
informatica_acessorios,35.0,1101.0,1.0,250.0,42.0,2.0,30.0,671
malas_acessorios,41.0,1047.0,1.0,2240.0,76.0,10.0,14.0,672
livros_tecnicos,25.0,2021.0,1.0,213.0,21.0,2.0,14.0,673
brinquedos,60.0,196.0,4.0,1150.0,30.0,30.0,30.0,674
cama_mesa_banho,59.0,273.0,1.0,8850.0,16.0,10.0,16.0,675
moveis_decoracao,58.0,1969.0,2.0,3000.0,69.0,11.0,11.0,676
utilidades_domesticas,58.0,803.0,3.0,10900.0,71.0,25.0,45.0,677
brinquedos,58.0,246.0,1.0,300.0,37.0,20.0,20.0,678
moveis_decoracao,32.0,926.0,1.0,600.0,17.0,17.0,17.0,679
fashion_bolsas_e_acessorios,51.0,1081.0,1.0,415.0,23.0,19.0,18.0,680
brinquedos,54.0,457.0,1.0,400.0,30.0,10.0,20.0,681
cama_mesa_banho,59.0,796.0,3.0,8150.0,50.0,20.0,40.0,682
moveis_decoracao,60.0,956.0,4.0,5250.0,66.0,15.0,33.0,683
consoles_games,49.0,472.0,1.0,700.0,20.0,15.0,20.0,684
informatica_acessorios,53.0,240.0,1.0,650.0,34.0,15.0,15.0,685
informatica_acessorios,24.0,718.0,2.0,200.0,41.0,2.0,29.0,686
cool_stuff,44.0,854.0,3.0,1000.0,35.0,28.0,16.0,687
papelaria,57.0,223.0,4.0,1500.0,60.0,20.0,29.0,688
telefonia,59.0,486.0,1.0,253.0,20.0,10.0,18.0,689
papelaria,42.0,148.0,4.0,800.0,29.0,10.0,25.0,690
automotivo,58.0,1590.0,4.0,7350.0,24.0,69.0,53.0,691
moveis_cozinha_area_de_servico_jantar_e_jardim,60.0,356.0,1.0,4400.0,27.0,27.0,37.0,692
brinquedos,42.0,241.0,1.0,1200.0,30.0,16.0,20.0,693
beleza_saude,49.0,1216.0,1.0,1600.0,20.0,20.0,20.0,694
informatica_acessorios,25.0,153.0,3.0,250.0,16.0,15.0,15.0,695
telefonia,54.0,653.0,1.0,150.0,19.0,3.0,11.0,696
,,,,200.0,16.0,2.0,11.0,697
market_place,53.0,213.0,3.0,775.0,35.0,9.0,15.0,698
brinquedos,63.0,784.0,1.0,300.0,20.0,7.0,20.0,699
beleza_saude,41.0,763.0,1.0,150.0,20.0,10.0,20.0,700
,,,,950.0,45.0,12.0,30.0,701
moveis_decoracao,40.0,241.0,2.0,4000.0,52.0,6.0,52.0,702
esporte_lazer,57.0,407.0,1.0,500.0,20.0,6.0,15.0,703
esporte_lazer,31.0,447.0,1.0,100.0,16.0,6.0,11.0,704
automotivo,60.0,505.0,3.0,200.0,24.0,2.0,17.0,705
moveis_decoracao,52.0,1743.0,2.0,800.0,68.0,8.0,13.0,706
esporte_lazer,26.0,3694.0,1.0,300.0,20.0,10.0,15.0,707
esporte_lazer,58.0,1042.0,1.0,2000.0,28.0,8.0,15.0,708
telefonia,25.0,1052.0,5.0,300.0,16.0,7.0,11.0,709
livros_tecnicos,32.0,2228.0,1.0,1900.0,30.0,6.0,30.0,710
musica,43.0,656.0,2.0,783.0,16.0,8.0,15.0,711
informatica_acessorios,41.0,260.0,1.0,775.0,21.0,18.0,26.0,712
utilidades_domesticas,55.0,716.0,1.0,1400.0,25.0,35.0,35.0,713
utilidades_domesticas,55.0,536.0,1.0,600.0,28.0,18.0,17.0,714
fashion_underwear_e_moda_praia,40.0,549.0,3.0,200.0,30.0,30.0,30.0,715
utilidades_domesticas,44.0,919.0,2.0,1000.0,29.0,19.0,21.0,716
utilidades_domesticas,50.0,379.0,1.0,1100.0,25.0,22.0,21.0,717
fashion_calcados,48.0,375.0,6.0,100.0,29.0,7.0,16.0,718
instrumentos_musicais,50.0,1053.0,1.0,400.0,19.0,11.0,19.0,719
utilidades_domesticas,59.0,889.0,2.0,250.0,20.0,5.0,16.0,720
agro_industria_e_comercio,39.0,326.0,1.0,1050.0,38.0,41.0,39.0,721
,,,,200.0,16.0,2.0,11.0,722
